20251215-CHY-I-001-b
Wavelength = 1.54059
5	769.00
5.02	755.00
5.04	763.00
5.06	718.00
5.08	733.00
5.1	715.00
5.12	686.00
5.14	714.00
5.16	701.00
5.18	672.00
5.2	675.00
5.22	685.00
5.24	689.00
5.26	715.00
5.28	675.00
5.3	687.00
5.32	664.00
5.34	679.00
5.36	703.00
5.38	664.00
5.4	651.00
5.42	720.00
5.44	617.00
5.46	662.00
5.48	642.00
5.5	621.00
5.52	668.00
5.54	657.00
5.56	637.00
5.58	618.00
5.6	657.00
5.62	634.00
5.64	650.00
5.66	636.00
5.68	620.00
5.7	615.00
5.72	630.00
5.74	599.00
5.76	634.00
5.78	568.00
5.8	602.00
5.82	576.00
5.84	572.00
5.86	586.00
5.88	560.00
5.9	584.00
5.92	601.00
5.94	590.00
5.96	580.00
5.98	593.00
6	581.00
6.02	579.00
6.04	582.00
6.06	535.00
6.08	565.00
6.1	564.00
6.12	558.00
6.14	550.00
6.16	549.00
6.18	597.00
6.2	592.00
6.22	579.00
6.24	604.00
6.26	590.00
6.28	587.00
6.3	572.00
6.32	556.00
6.34	523.00
6.36	537.00
6.38	561.00
6.4	545.00
6.42	564.00
6.44	557.00
6.46	546.00
6.48	544.00
6.5	558.00
6.52	563.00
6.54	520.00
6.56	491.00
6.58	559.00
6.6	500.00
6.62	560.00
6.64	542.00
6.66	528.00
6.68	526.00
6.7	510.00
6.72	528.00
6.74	573.00
6.76	488.00
6.78	539.00
6.8	522.00
6.82	545.00
6.84	517.00
6.86	513.00
6.88	503.00
6.9	507.00
6.92	511.00
6.94	516.00
6.96	539.00
6.98	512.00
7	509.00
7.02	554.00
7.04	524.00
7.06	510.00
7.08	542.00
7.1	567.00
7.12	510.00
7.14	527.00
7.16	561.00
7.18	545.00
7.2	516.00
7.22	547.00
7.24	558.00
7.26	538.00
7.28	535.00
7.3	545.00
7.32	536.00
7.34	516.00
7.36	525.00
7.38	518.00
7.4	511.00
7.42	525.00
7.44	544.00
7.46	556.00
7.48	564.00
7.5	542.00
7.52	534.00
7.54	553.00
7.56	533.00
7.58	517.00
7.6	558.00
7.62	544.00
7.64	517.00
7.66	530.00
7.68	560.00
7.7	476.00
7.72	542.00
7.74	553.00
7.76	520.00
7.78	545.00
7.8	520.00
7.82	569.00
7.84	573.00
7.86	554.00
7.88	554.00
7.9	528.00
7.92	565.00
7.94	622.00
7.96	559.00
7.98	557.00
8	544.00
8.02	598.00
8.04	576.00
8.06	569.00
8.08	570.00
8.1	560.00
8.12	583.00
8.14	558.00
8.16	548.00
8.18	539.00
8.2	580.00
8.22	562.00
8.24	584.00
8.26	570.00
8.28	575.00
8.3	519.00
8.32	580.00
8.34	560.00
8.36	573.00
8.38	594.00
8.4	573.00
8.42	614.00
8.44	605.00
8.46	634.00
8.48	562.00
8.5	571.00
8.52	595.00
8.54	591.00
8.56	608.00
8.58	631.00
8.6	610.00
8.62	602.00
8.64	602.00
8.66	616.00
8.68	575.00
8.7	581.00
8.72	585.00
8.74	575.00
8.76	566.00
8.78	603.00
8.8	594.00
8.82	604.00
8.84	645.00
8.86	652.00
8.88	623.00
8.9	635.00
8.92	617.00
8.94	611.00
8.96	628.00
8.98	638.00
9	587.00
9.02	650.00
9.04	652.00
9.06	632.00
9.08	643.00
9.1	628.00
9.12	620.00
9.14	633.00
9.16	628.00
9.18	628.00
9.2	637.00
9.22	636.00
9.24	680.00
9.26	668.00
9.28	658.00
9.3	605.00
9.32	646.00
9.34	671.00
9.36	642.00
9.38	623.00
9.4	625.00
9.42	685.00
9.44	652.00
9.46	653.00
9.48	633.00
9.5	632.00
9.52	672.00
9.54	678.00
9.56	675.00
9.58	643.00
9.6	616.00
9.62	661.00
9.64	649.00
9.66	598.00
9.68	657.00
9.7	680.00
9.72	692.00
9.74	675.00
9.76	706.00
9.78	708.00
9.8	731.00
9.82	693.00
9.84	692.00
9.86	690.00
9.88	680.00
9.9	669.00
9.92	664.00
9.94	706.00
9.96	684.00
9.98	696.00
10	699.00
10.02	685.00
10.04	690.00
10.06	715.00
10.08	716.00
10.1	748.00
10.12	711.00
10.14	709.00
10.16	677.00
10.18	702.00
10.2	696.00
10.22	734.00
10.24	747.00
10.26	743.00
10.28	705.00
10.3	747.00
10.32	758.00
10.34	715.00
10.36	717.00
10.38	722.00
10.4	732.00
10.42	685.00
10.44	731.00
10.46	696.00
10.48	772.00
10.5	733.00
10.52	750.00
10.54	770.00
10.56	762.00
10.58	730.00
10.6	733.00
10.62	731.00
10.64	721.00
10.66	713.00
10.68	749.00
10.7	727.00
10.72	752.00
10.74	775.00
10.76	798.00
10.78	750.00
10.8	769.00
10.82	805.00
10.84	805.00
10.86	771.00
10.88	759.00
10.9	736.00
10.92	766.00
10.94	764.00
10.96	828.00
10.98	800.00
11	776.00
11.02	776.00
11.04	750.00
11.06	800.00
11.08	794.00
11.1	775.00
11.12	785.00
11.14	779.00
11.16	820.00
11.18	799.00
