x,y
298.2931253,6.036898974
348.9202493,5.826282823
400.1028697,5.531657954
449.025405,5.853178292
498.050048,5.424002926
549.2189524,5.230217779
600.338327,5.40057607
647.6995291,5.201018029
698.8646235,5.035243915
748.9202493,5.026282823
800.0396239,5.196641114
