x,y
299.7371108,3.420717192
350.3436609,3.361360623
398.7876617,3.201066797
449.9321822,3.186552265
498.8966274,3.199951232
548.9621592,3.118161452
599.5702333,3.047600469
649.0871268,2.999399546
699.1541826,2.906405352
749.7439688,2.970297331
801.4066477,3.146282213
