x,y
299.4345977,1.64479327
349.4917476,1.624627764
400.6195041,1.733361781
451.7457366,1.853300212
501.2512001,1.889132389
551.29311,1.981011018
599.7150129,1.983181188
649.7614947,2.041446576
699.8201686,2.010076657
750.4061447,2.10197967
800.4152887,2.434753189
