x,y
299.2837222,2.754030206
350.4320527,2.711504641
400.4930125,2.663328101
451.632199,2.688029017
499.5123215,2.673368182
548.4798147,2.664358322
599.0787448,2.66102382
649.1351327,2.646460521
700.2819391,2.615139369
749.2220004,2.807808952
799.7942606,3.000551686
