x,y
297.5448436,3.538265998
350.329183,3.467802551
400.9342091,3.419650395
449.9077983,3.365822881
500.5082524,3.351283966
549.4734596,3.359080726
600.0845817,3.266110916
649.6014752,3.217909993
700.7589497,3.108157947
749.7165369,3.171976774
798.6657421,3.297419876
