x,y
300.9080902,140.3964434
350.9510653,148.5049183
402.7741988,149.800706
450.4883079,144.2335434
499.3869553,135.2625503
548.2973309,120.3172619
597.2127327,102.8115612
648.4871586,83.61902432
699.74483,72.96119506
749.2307203,64.8486991
798.7249877,52.46884932
