x,y
300.5487076,623.4659223
349.6366801,518.0527329
399.3135709,412.6445698
450.1163595,333.7040531
500.3067736,266.7071007
550.4586526,219.3399759
600.5853999,184.7749126
649.5225825,156.174092
699.6359262,128.4367947
748.566407,103.2498572
798.6562946,87.46115066
