x,y
300.3635712,417.7744418
351.1546317,344.8082204
401.922236,283.7905897
450.352597,213.3646753
500.474318,181.3600243
552.3661447,147.6635107
603.0767839,115.663886
650.8126737,99.0016034
700.313643,83.20787056
750.9924488,67.42419038
799.8944471,56.7462558
