x,y
300.0586405,573.1061209
349.7589875,455.7493671
403.5113939,374.2735697
450.773971,298.7167781
498.6020102,235.1136034
549.3327547,192.8723296
600.6256105,164.2916142
650.7423051,134.8473755
701.4160846,121.6241076
750.9338083,97.29566714
801.0236958,81.50696063
