x,y
302.68406,435.7174332
349.9767951,344.7981677
401.3450458,277.811268
453.2921621,215.9502192
499.8853997,181.3549979
551.7822527,145.0980721
600.1388942,112.2248713
647.2825149,97.26450389
700.313643,83.20787056
746.2744007,70.7978628
799.3038534,57.59470024
